NCTId,BriefTitle,OverallStatus,Phase,Conditions,Interventions,StartDate,LastUpdatePostDate,EnrollmentCount,Countries,BriefSummary,LeadSponsor,LeadSponsorClass,MinAge,MaxAge,StdAges,PrimaryEndpoints,DiseaseEntities,TrialDesign,DiseaseEntity,LLMOverride,TargetCategory,TargetSource,ProductType,ProductTypeSource,ClassificationConfidence,SponsorType,AgeGroup,ProductName,StartYear,SnapshotDate
NCT06822881,CT1190B in the Treatment of Patients With Moderate to Severe Refractory Systemic Lupus Erythematosus (SLE) or Refractory/Progressive Systemic Sclerosis (SSc),RECRUITING,PHASE1,Systemic Lupus Erythematosus (SLE)|Systemic Sclerosis (SSc),CAR-T Therapy,2025-02-20,2026-03-10,27,China,A Clinical Study Exploring CT1190B in the treatment of patients with moderate to severe refractory systemic lupus erythematosus (SLE) or refractory/progressive systemic sclerosis (SSc),Beijing GoBroad Hospital,OTHER,18 Years,60 Years,ADULT,"The incidence rate and severity of dose limiting toxicity (DLT), adverse events (AE), serious adverse events (SAE), and AESI (adverse events of particular concern)",SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CAR-T_unspecified,named_product,Autologous,default_autologous_no_allo_markers,low,Academic,Adult,ct1190b,2025.0,2026-04-25
NCT06318533,A Clinical Study of CD19 CAR NK Cells for the Treatment of Relapsed/Refractory B-cell Related Autoimmune Diseases,RECRUITING,EARLY_PHASE1,Autoimmune Diseases,anti-CD19 CAR NK cells,2024-03-13,2025-05-11,15,China,"A single arm, open-label pilot study is designed to determine the safety and effectiveness of anti-CD19 CAR NK cells (KN5501) in patients with relapsed/refractory B-cell related autoimmune diseases.15 patients are planned to be enrolled in the dose-escalation trial (6×10\^9 cells, 9×10\^9 cells). The primary objective of the study is to evaluation of the safety and feasibility of KN5501 for the treatment of relapsed/refractory B-cell related autoimmune diseases. The secondary objective is to evaluate the effectiveness of KN5501 for the treatment of relapsed/refractory B-cell related autoimmune diseases. The exploratory objective is to evaluate expansion, persistence and ability to deplete CD19 positive B cells of KN5501 in patients with relapsed/refractory B-cell related autoimmune diseases.",YANRU WANG,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,Incidence of Dose Limiting Toxicity (DLTs)|Treatment Emergent Adverse Events（TEAEs）,Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,named_product,high,Academic,Adult,kn5501,2024.0,2026-04-25
NCT06373991,A Study to Evaluate the Safety and Efficacy of ATHENA CAR-T in Subjects With Systemic Lupus Erythematosus,NOT_YET_RECRUITING,PHASE1,"Lupus Erythematosus, Systemic",ATHENA CAR-T|Cyclophosphamide|Fludarabine,2024-07-24,2024-06-17,12,China,"The goal of this clinical trial is to test ATHENA CAR-T injection in adults with moderate to severe Systemic Lupus Erythematosus. The main question it aims to answer is:

• To evaluate the safety and tolerability of ATHENA CAR-T.

After screening, participants will be subjected to lymphodepletion regimen. After recovery, participants will be injected with ATHENA CAR-T injection and followed up to 24 months.",EdiGene Inc.,INDUSTRY,18 Years,65 Years,ADULT|OLDER_ADULT,"Dose Limiting Toxicity|Frequency of AEs, SAEs, lab abnormalities, AESIs",SLE,Single disease,SLE,False,CD19,named_product,Allogeneic/Off-the-shelf,named_product,high,Industry,Adult,athena car-t,2024.0,2026-04-25
NCT07303790,This is an Early Exploratory Study to Assess the Tolerability and Safety of GC012F in Patients With Multiple Sclerosis,RECRUITING,EARLY_PHASE1,Multiple Sclerosis,GC012F CAR-T Cell Injection,2026-01-16,2026-01-21,15,China,This is an early exploratory study to assess the tolerability and safety of GC012F CAR T cell injection in Multiple Sclerosis patients.,Daishi Tian,OTHER,18 Years,,ADULT|OLDER_ADULT,Dose-Limiting Toxicity (DLT) Rate|Adverse Events （AEs）Rate,Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,named_product,Autologous,named_product,high,Academic,Adult,gc012f,2026.0,2026-04-25
NCT06585514,Anti-CD19 Chimeric Antigen Receptor T Cells for Refractory Systemic Lupus Erythematosus,RECRUITING,PHASE1|PHASE2,Systemic Lupus Erythematosus (SLE)|Lupus Nephritis (LN),CD19 CAR-T cells,2024-10-17,2026-03-10,18,China,The goal of this study is to evaluate the safety and efficacy of CD19 CAR T cells in the treatment of Systemic lupus erythematosus (SLE).,Beijing GoBroad Hospital,OTHER,3 Years,65 Years,CHILD|ADULT|OLDER_ADULT,Phase I: Dose-limiting toxicity (DLT)|Phase I: Adverse events (AEs)|Phase II: Objective response rate (ORR),SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Both,,2024.0,2026-04-25
NCT07265206,A Study of HY001N in the Treatment of Relapsed or Refractory Neurological Autoimmune Diseases,NOT_YET_RECRUITING,EARLY_PHASE1,Neurological Autoimmune Diseases,HY001N cell injection,2025-12-30,2025-12-04,15,,"This study is a single-arm, open-label, non-randomized clinical trial aimed at evaluating the safety, tolerability and preliminary efficacy of HY001N cell injection in the treatment of patients with relapsed/refractory Neurological Autoimmune Diseases.",Juventas Cell Therapy Ltd.,INDUSTRY,18 Years,75 Years,ADULT|OLDER_ADULT,Number of participants with dose-limiting toxicities (DLTs)|Number of participants with adverse events (AEs)/serious adverse events (SAEs),Other immune-mediated,Single disease,Other immune-mediated,False,Other_or_unknown,unknown,Unclear,no_signal,medium,Industry,Adult,,2025.0,2026-04-25
NCT07341828,A Study of C-CAR168 in the Treatment of Central Nervous System Autoimmune Diseases Refractory to Standard Therapy,NOT_YET_RECRUITING,PHASE1,Multiple Sclerosis (MS)|Neuromyelitis Optica Spectrum Disorders (NMOSD)|Autoimmune Encephalitis|Stiff Person Syndrome,CD20/BCMA-directed CAR-T cells,,2026-01-15,15,,"This is an investigator-initiated, single-center, open-label study of C-CAR168, an autologous bi-specific CAR-T therapy targeting CD20 and BCMA, for the treatment of adult patients with central nervous system autoimmune diseases refractory to standard therapy",Huashan Hospital,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,Incidence and severity of Adverse Events [Safety and Tolerability]|The subsequent recommended dose of C-CAR168 in patients with central nervous system autoimmune diseases refractory to standard therapy,Other immune-mediated,Single disease,Other immune-mediated,False,BCMA,explicit_marker,Autologous,explicit_autologous,high,Academic,Adult,,,2026-04-25
NCT06297408,Relma-cel for Moderate to Severe Active Systemic Lupus Erythematosus,NOT_YET_RECRUITING,PHASE1,Systemic Lupus Erythematosus,Relma-cel,,2024-03-07,24,,To assess the safety tolerability pharmacokinetics and pharmacodynamics of Relma-cel in moderate or severe active systemic lupus erythematosus (SLE) subjects in China.,"Shanghai Ming Ju Biotechnology Co., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,DLT rate|determine RP2D,SLE,Single disease,SLE,False,CD19,named_product,Autologous,named_product,high,Industry,Adult,relma-cel,,2026-04-25
NCT04561557,Safety and Efficacy of CT103A Cells for Relapsed/Refractory Antibody-associated Inflammatory Diseases of the Nervous System,RECRUITING,EARLY_PHASE1,Autoimmune Diseases|Autoimmune Diseases of the Nervous System|Neuromyelitis Optica Spectrum Disorder|Myasthenia Gravis|Chronic Inflammatory Demyelinating Polyradiculoneuropathy|Idiopathic Inflammatory Myopathies|Multiple Sclerosis|Autoimmune Encephalitis|Myelin Oligodendrocyte Glycoprotein Antibody-Associated Disease (MOGAD)|POEMS Syndrome,CT103A cells|Cyclophosphamide and fludarabine,2020-09-22,2024-10-30,36,China,"Antibody-mediated inflammatory diseases of the nervous system (also known as autoimmune diseases of the nervous system) are autoimmune diseases in which autoimmune cells and immune molecules attack the nervous system as the main pathogenic mechanism. In the immune response, pathogenic antibodies acting on autoantigens of the nervous system are collectively referred to as autoantibodies of the nervous system, and antibody-mediated inflammatory diseases of the nervous system can occur in the central nervous system, peripheral nervous system, and neuromuscular junctions, and muscles. In this study, we will recruit eight kinds of autoimmune diseases of nervous system including Neuromyelitis Optica Spectrum Disorder (NMOSD), Myasthenia Gravis (MG), Chronic Inflammatory Demyelinating Polyradiculoneuropathy (CIDP), idiopathic inflammatory myopathyand (IIM), multiple sclerosis (MS), autoimmune encephalitis (AE), Myelin Oligodendrocyte Glycoprotein Antibody-Associated Disease (MOGAD) and POEMS Syndrome. B-cell maturation antigen (BCMA) is expressed on the surface of plasma cells, thus making it an ideal target for targeted therapies. Chimeric antigen receptor (CAR) T cells against BCMA offers another potential therapeutic option to eliminate plasma cells in patients with neurological autoimmune diseases driven by abnormal antibody who still suffer recurrent attacks from conventional treatments. In the current study, the safety and efficacy of a novel CAR-T cell therapy using CT103A cells, are evaluated in patients with relapsed/refractory antibody-mediated idiopathic inflammatory diseases.",Tongji Hospital,OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,"Types and incidence of dose-limiting toxicity (DLT) after CT103A cells infusion|Incidence and severity of AEs, including changes in vital signs, physical examination, laboratory parameters, Electrocardiograms and Echocardiograms.",IIM,Single disease,IIM,False,BCMA,explicit_marker,Autologous,named_product,high,Academic,Adult,ct103a,2020.0,2026-04-25
NCT07355972,"Safety, Efficacy and Cellular Metabolic Dynamics of CT1195E in Patients With Refractory / Progressive SSC",RECRUITING,EARLY_PHASE1,SSc-Systemic Sclerosis,CAR-T Therapy,2026-01-16,2026-01-21,12,China,"This study is a single arm, open label, exploratory dose escalation clinical study to evaluate the safety, efficacy, and cellular metabolic dynamics of ct1195e cells in patients with SSc.

The study was divided into dose escalation phase and dose expansion phase.","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,18 Years,60 Years,ADULT,The maximum tolerable dose (MTD) and / or dose range of CT1195E were evaluated|severity of dose limiting toxicity (DLT)|severity of adverse events (AES)|Incidence of adverse events (AES)|Incidence of dose limiting toxicity (DLT),SSc,Single disease,SSc,False,CD19/CD20 dual,named_product,Allogeneic/Off-the-shelf,named_product,high,Academic,Adult,ct1192,2026.0,2026-04-25
NCT06708845,US Zamto-cel Autoimmune Diseases,NOT_YET_RECRUITING,PHASE1,Lupus Nephritis|Systemic Lupus Erythematosus|Systemic Sclerosis (SSc)|Diffuse Cutaneous Systemic Sclerosis,Cyclophosphamide|Fludarabine|zamtocabtagene autoleucel,,2024-11-27,48,,"AID is a phase I multi-cohort study to assess the safety and tolerability of zamtocabtagene autoleucel (zamto-cel) in patients with refractory autoimmune diseases (SLE-Non renal, SLE-LN, SSc/dcSSc) after receiving standard therapy.",Miltenyi Biomedicine GmbH,INDUSTRY,18 Years,,ADULT|OLDER_ADULT,"The incidence and severity of adverse events (AEs), adverse events of special interest (AESIs), and serious adverse events (SAEs)|The proportion of subjects with dose-limiting toxicities (DLTs) up to Day 28 and determination of recommended Phase 2 dose (RP2D)",SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19/CD20 dual,named_product,Autologous,explicit_autologous,high,Industry,Adult,zamtocabtagene autoleucel,,2026-04-25
NCT06613490,An Exploratory Clinical Study of CD19 CAR NK Cells for the Treatment of Refractory Antisynthetase Antibody Syndrome and Rheumatoid Arthritis,RECRUITING,EARLY_PHASE1,Antisynthetase Syndrome|Rheumatoid Arthritis,anti CD19 CAR NK cells,2025-05-20,2025-04-30,24,China,"A single-center, open-label dose-escalation design to evaluate the safety and efficacy of 3 infusions of anti CD19 CAR NK cells (KN5501), as well as the expansion and persistence of KN5501 in patients with refractory antisynthetase antibody syndrome (ASyS) and rheumatoid arthritis (RA); To evaluate the ability of KN5501 to clear CD19-positive B cells in patients to determine the feasibility of KN5501 for the treatment of refractory ASyS and or RA.",The First Affiliated Hospital with Nanjing Medical University,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,Incidence of Dose-Limiting Toxicity (DLT)|Incidence of Treatment Emergent Adverse Events (TEAEs),IIM|RA,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,named_product,high,Academic,Adult,kn5501,2025.0,2026-04-25
NCT04422912,"A Phase 1/2, Open-label, Safety and Dosing Study of Autologous CART Cells (Desmoglein 3 Chimeric Autoantibody Receptor T Cells [DSG3-CAART] or CD19-specific Chimeric Antigen Receptor T Cells [CABA-201]) in Subjects With Active, Pemphigus Vulgaris (RESET-PV)",RECRUITING,PHASE1|PHASE2,Pemphigus Vulgaris,CABA-201|DSG3-CAART,2020-09-29,2025-12-17,40,United States,"A phase 1/2, open-label, safety and dosing study of autologous CART cells (desmoglein 3 chimeric autoantibody receptor T cells \[DSG3-CAART\] or CD19-specific Chimeric Antigen Receptor T cells \[CABA-201\]) in subjects with active, pemphigus vulgaris",Cabaletta Bio,INDUSTRY,18 Years,,ADULT|OLDER_ADULT,"Adverse events, including Dose Limit Toxicity|For CABA-201 Sub-study: To evaluate adverse events reported by subjects",Other immune-mediated,Single disease,Other immune-mediated,False,CAAR-T,explicit_marker,Autologous,explicit_autologous,high,Industry,Adult,caba-201,2020.0,2026-04-25
NCT06208280,F01 in the Treatment of Autoimmune Diseases,UNKNOWN,PHASE1,Autoimmune Diseases,"After preconditioning with Fludarabine and Cyclophosphamide, F01 will be evaluated.",2024-01-09,2024-01-17,20,China,"This is a multicenter, open lable clinical study to evaluate the safety and tolerability of F01 in autoimmune diseases.",RenJi Hospital,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,The proportion of subjects with AEs and SAEs|The proportion of subjects with DLT,Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CAR-T_unspecified,named_product,Autologous,default_autologous_no_allo_markers,low,Academic,Adult,f01,2024.0,2026-04-25
NCT07403097,Study of CD19 CAR-T Therapy for Refractory SLE,RECRUITING,PHASE1,Systemic Lupus Erythematosus,PTOC1,,2026-02-11,18,China,This is an investigator-initiated trial aimed at assessing the safety and efficacy of PTOC1 cells Injection in the treatment of refractory systemic lupus erythematosus.,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,5 Years,,CHILD|ADULT|OLDER_ADULT,The safety of PTOC1 cell therapy in patients with refractory SLE [Safety]|The changes in SLEDAI-2K from baseline [efficacy]|The changes in PGA from baseline [efficacy]|The changes in BILAG-2004 from baseline [efficacy]|The number of patients with SRI-4 response [efficacy]|The number of patients with LLDAS [efficacy]|The number of patients with DORIS [efficacy],SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,named_product,high,Industry,Both,ptoc1,,2026-04-25
NCT06497361,Safety and Efficacy of PRG-2311 for Refractory Lupus Nephritis and IgG4-Related Disease,RECRUITING,EARLY_PHASE1,Lupus Nephritis|IgG4-related Disease,PRG-2311,,2024-07-11,30,China,A Clinical Study on the Safety and Effectiveness of CD19/BCMA Chimeric Antigen Receptor T Cells in the Treatment of Refractory Lupus Nephritis and IgG4-Related Disease.,Tongji Hospital,OTHER,18 Years,,ADULT|OLDER_ADULT,Safe dose of PRG-2311 infusion|Occurrence of AE after PRG-2311 infusion,SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Autologous,named_product,high,Academic,Adult,prg-2311,,2026-04-25
NCT06277427,Refractory ANCA Associated Vasculitis and Lupus Nephritis Treated With BCMA-targeting CAR-T Cells,RECRUITING,NA,Lupus Nephritis|ANCA Associated Vasculitis,PRG-1801 （CAR-T against BCMA）,2024-02-05,2024-02-26,24,China,"Lupus nephritis (LN) and ANCA-associated vasculitis are severe autoimmune diseases, which may lead to the death of patients, particularly when they are refractory to the conventional therapeutic agents. Based on the current knowledge, the autoantibodies against self-antigens may exert important pathological roles in the pathogenesis of both LN and ANCA-associated vasculitis, of which the origins are primarily plasmablasts and plasma cells. BCMA is the molecule expressed on memory B cells, plasmablasts and plasma cells, and therefore is an ideal target for the elimination of potential pathogenic antibody secreting cells. Chimeric antigen receptor (CAR) T cells against BCMA may provide a novel therapeutic way for the refractory LN and ANCA-associated vasculitis patients to eliminate the pathogenic autoantibody-secreting cells. In this study, the safety and efficacy of a novel CAR-T cell therapy using PRG-1801 cells, are evaluated in patients with refractory LN and ANCA-associated vasculitis.",Lingli Dong,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,AE Incidence of PRG-1801 Single Infusion|Types and incidence of dose-limiting toxicity(DLT) after PRG-1801 cells infusion in subjects with refractory ANCA-associated vasculitis and refractory LN.,AAV|SLE,Basket/Multidisease,Basket/Multidisease,False,BCMA,explicit_marker,Autologous,named_product,high,Academic,Adult,prg-1801,2024.0,2026-04-25
NCT06464679,An Exploratory Clinical Study of CD19 CAR NK Cell Injection for the Treatment of Relapsed/Refractory Autoimmune Diseases,RECRUITING,PHASE1,Autoimmune Diseases,anti-CD19 CAR NK cells,2024-06-27,2025-08-29,72,China,"A single arm, open-label pilot study is designed to determine the safety and effectiveness of CD19 CAR NK cells in patients with autoimmune diseases. 36-72 patients are planned to be enrolled in the dose-escalation trial. The primary objective of the study was to evaluate the safety and feasibility of CD19 CAR-NK cells for the treatment of patients with autoimmune diseases. The secondary objective is to evaluate the efficacy of CD19 CAR-NK cells in patients with autoimmune diseases.",Changhai Hospital,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,Incidence of Dose-Limiting Toxicity (DLT)|Incidence of Treatment Emergent Adverse Events (TEAEs),Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2024.0,2026-04-25
NCT06222853,Study of Therapeutic Efficacy of Anti-CD19 CAR-T Cells in Refractory Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,PHASE1,Systemic Lupus Erythematosus|CAR-T Cell Therapy,anti-CD19-CAR-T cells,2024-02-10,2026-02-04,22,China,This is an investigator-initiated trial aimed at assessing the safety of anti-CD19 CAR-T cells in the treatment of refractory systemic lupus erythematosus.,The Children's Hospital of Zhejiang University School of Medicine,OTHER,5 Years,,CHILD|ADULT|OLDER_ADULT,The safety of CAR-T cells in refractory Systemic Lupus Erythematosus,SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Both,,2024.0,2026-04-25
NCT07361094,Autologous CD19/BCMA Dual-Target CAR-T for Relapsed/Refractory Autoimmune Diseases,RECRUITING,PHASE1,Relapsed/Refractory Systemic Lupus Erythematosus|Relapsed/Refractory Systemic Sclerosis|Relapsed/Refractory Idiopathic Inflammatory Myopathies|Relapsed/Refractory sjögren's Syndrome|Relapsed/Refractory Autoimmune Hemolytic Anemia|Relapsed/Refractory Multiple Sclerosis,Autologous CD19-BCMA Dual-Target CAR T-Cell Therapy,2025-11-06,2026-01-22,12,China,"Autoimmune diseases occur when the immune system mistakenly attacks the body's own tissues, leading to chronic inflammation and damage to organs such as the kidneys, lungs, muscles, nerves, or blood cells. Although many treatments are available, some patients do not respond adequately or experience repeated disease flares despite long-term therapy. New treatment approaches are therefore needed for patients with relapsed or refractory autoimmune diseases. This study is an exploratory clinical trial designed to evaluate the safety and potential benefits of a novel cell-based therapy called autologous CD19-BCMA dual-target CAR T-cell therapy. This treatment uses a patient's own immune cells, which are collected from the blood, modified in the laboratory to recognize specific immune cells involved in autoimmune disease, and then infused back into the patient. The study includes adult patients with certain relapsed or refractory autoimmune diseases, such as systemic lupus erythematosus, systemic sclerosis, inflammatory muscle diseases, Sjögren's syndrome, autoimmune hemolytic anemia, and multiple sclerosis. After cell collection and preparative treatment, participants will receive a single infusion of the investigational CAR T-cell therapy and will be closely monitored for safety. The main purpose of this study is to better understand the safety of this treatment, including possible side effects. The study will also explore how the disease responds to treatment over time. Participants will be followed for up to two years after treatment to assess safety and clinical outcomes. The results of this study may help researchers better understand whether this type of cell therapy could be a feasible treatment option for patients with difficult-to-treat autoimmune diseases in the future.",Beijing Boren Hospital,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,"Number and percentage of participants with adverse events (AEs), serious adverse events (SAEs), laboratory abnormalities, and adverse events of special interest (AESIs: CRS and ICANS), graded per CTCAE v5.0 and ASTCT 2019 criteria",IIM|SLE|SSc|Sjogren,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,explicit_marker,Autologous,explicit_autologous,high,Academic,Adult,,2025.0,2026-04-25
NCT06373081,Anti-CD19-CD3E-CAR-T Cells in Relapsed/Refractory Autoimmune Disease,RECRUITING,NA,Systemic Lupus Erythematosus (SLE)|Sjogren's Syndrome|Systemic Sclerosis|Inflammatory Myopathy|ANCA Associated Vasculitis|Antiphospholipid Syndrome,Anti-CD19-CD3E-CAR-T cells,2024-04-20,2024-04-18,6,China,This is an investigator-initiated trial to evaluate the safety and efficacy of anti-CD19-CD3E-CAR-T cells in the relapse or refractory autoimmune diseases.,Shanghai Changzheng Hospital,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,The incidence of dose-limiting toxicities (DLTs) (Safety)|Proportion of patients for whom the desired dose of anti-CD19-CD3E-CAR-T cells can be successfully manufactured|Clinical response for relapsed/Refractory SLE|Clinical response for Sjögren's Syndrome|Clinical response for relapsed/refractory/progressive systemic sclerosis|Clinical response for relapsed/refractory/progressive inflammatory myopathy|Clinical response for relapsed/refractory anti-neutrophil cytoplasmic antibody (ANCA)-associated vasculitis:|Clinical response for relapsed/refractory/Catastrophic Antiphospholipid Syndrome,AAV|SLE|SSc|Sjogren,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2024.0,2026-04-25
NCT06933563,UCAR T-cell Therapy Targeting CD19/BCMA in Patients With r/r Myasthenia Gravis,NOT_YET_RECRUITING,EARLY_PHASE1,Myasthenia Gravis,UCAR T-cell group,,2025-04-18,18,China,"This is an open label, single-site, dose-escalation study in up to 18 participants with relapsed or refractory Myasthenia gravis. This study aims to evaluate the safety and efficacy of the treatment with universal CD19/BCMA CAR T-cells.",Zhejiang University,OTHER,18 Years,,ADULT|OLDER_ADULT,"The number and severity of dose-limiting toxicity (DLT) events|The total number, incidence, and severity of AEs|Changes of Myasthenia Gravis Activities if Daily Living (MG-ADL) Score|Quantitative Myasthenia Gravis Score (QMG)",Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,,,2026-04-25
NCT07052565,CAR-T Cells Therapy for Patients With Autoimmune Diseases,RECRUITING,NA,Autoimmune Diseases,Anti-BCMA and CD19 CART cells will be injected intravenously on a one-time basis,2025-07-20,2025-07-08,18,China,"This is an open label, single-site, dose-escalation study in up to 18 participants with refractory autoimmune diseases. This study aims to evaluate the safety and efficacy of the treatment with Anti-BCMA and CD19 CART",Anhui Provincial Hospital,OTHER_GOV,18 Years,,ADULT|OLDER_ADULT,Adverse events,Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2025.0,2026-04-25
NCT06371040,Safety and Efficacy of CD19-BCMA Targeted CAR-T Therapy for Refractory Generalized Myasthenia Gravis,RECRUITING,PHASE1,Myasthenia Gravis,CD19-BCMA Targeted CAR-T Dose 1|CD19-BCMA Targeted CAR-T Dose 2,2024-07-12,2025-09-15,9,China,"This study is a single-center, open-label, single-arm, dose-exploration study to evaluate the safety and preliminary effectiveness of CD19-BCMA CAR-T in the treatment of refractory, generalized myasthenia gravis. The study is a dose escalation trial in adult, refractory, systemic MG patients. The Keyboard method will be used to perform dose escalation to explore the maximum tolerated dose (MTD). A total of 12 MG patients who meet the inclusion criteria are expected to be recruited.","Ting Chang, MD",OTHER,18 Years,80 Years,ADULT|OLDER_ADULT,"Frequency, type, and severity of adverse events",Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2024.0,2026-04-25
NCT06787989,BCMA-CD19 CCAR T Cell Treatment of Refractory Immune Thrombocytopenia Associated with Autoimmune Diseases,RECRUITING,PHASE1,Refractory Immune Cytopenia,BCMA-CD19 cCAR T cells,2024-08-31,2025-01-22,20,China,"This is a phase I, interventional, single arm, open label, treatment study to evaluate the safety and tolerability of BCMA-CD19 cCAR T cells in patients with refractory ITP associated with autoimmune disease.",iCell Gene Therapeutics,INDUSTRY,18 Years,60 Years,ADULT,The number and incidence of adverse events after BCMA-CD19 cCAR T cell infusion,Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Adult,,2024.0,2026-04-25
NCT07040917,A Study of CAR-T Cells in Subjects With Autoimmune Diseases,NOT_YET_RECRUITING,EARLY_PHASE1,Autoimmune Diseases,CAR-T cell,2025-09-30,2025-07-20,12,China,The purpose of this study is to assess the safety and efficacy of CAR-T cell therapy in Subjects with autoimmune diseases.,Chinese PLA General Hospital,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,"Dose Limiting Toxicity|Frequency of adverse events, serious adverse events",Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CAR-T_unspecified,car_core_fallback,Autologous,default_autologous_no_allo_markers,low,Academic,Adult,,2025.0,2026-04-25
NCT07161193,Anti-CD19 Chimeric Antigen Receptor T Cells for Refractory Autoimmune Diseases,NOT_YET_RECRUITING,PHASE1|PHASE2,Autoimmune Diseases,CD19 CAR-T cells,2025-09-30,2025-09-08,30,China,The goal of this study is to evaluate the safety and efficacy of CD19 CAR T cells in the treatment of Refractory Autoimmune Diseases,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,Phase I:Cytokine Release Syndrome (CRS)|Phase I：Immune Effector Cell-Associated Neurotoxicity Syndrome(ICANS)|Phase II: Efficacy:Objective response rate (ORR),Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Adult,,2025.0,2026-04-25
NCT06913608,A Study to Assess CLBR001+SWI019 in Subjects With Autoimmune Diseases,WITHDRAWN,PHASE1,Systemic Lupus Erythematosus (SLE)|Systemic Sclerosis (SSc)|Idiopathic Inflammatory Myopathy (IIM),CLBR001 + SWI019,,2026-03-05,0,,"The goal of this clinical trial is to evaluate CLBR001 and SWI019 as a treatment for patients with autoimmune disorders, including systemic lupus erythematosus, systemic sclerosis, and idiopathic inflammatory myositis. Patients will be randomized 1:1 lymphodepletion vs no lymphodepletion arm. Patients will be administered a single infusion of CLBR001 cells followed by cycles of SWI019 with regular assessments of safety and disease response to treatment.

The goals are to establish the safety and efficacy of the combination therapy and determine if lymphodepletion is required for efficacy.","Calibr, a division of Scripps Research",OTHER,18 Years,,ADULT|OLDER_ADULT,Number of subjects with adverse events,IIM|SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19,named_product,Autologous,named_product,high,Academic,Adult,clbr001,,2026-04-25
NCT07490951,Cluster of Differentiation 19 (CD19)/B Cell Maturation Antigen (BCMA) Chimeric Antigen Receptor T-Cell (CAR-T) Therapy for Refractory Autoimmune Diseases,NOT_YET_RECRUITING,NA,Autoimmune Diseases,CD19/BCMA-targeted CAR-T lentiviral vector drug,2026-03-22,2026-03-24,20,China,"This study is an investigator-initiated single center, single arm clinical study with a target population of patients with refractory autoimmune diseases. It is an early exploratory clinical study of the safety, tolerability and initial efficacy of CD19/BCMA CAR-T in the treatment of refractory autoimmune diseases.","Shenzhen Genocury Biotech Co., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,Incidence of adverse events(AE) after infusion|Maximal Tolerated Dose(MTD),Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Adult,,2026.0,2026-04-25
